year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2021, 837.0, 78.30,77.3,22.69,0,267, 747,6.20, 890,5.30, 916,3.40, 874,4.50,15.3,58.0,34.2,57.3,39.3,57.0,31.2,59.0
2016, 548.2, 77.24,71.1,28.93,0,415, 931,4.53, 840,3.70,1033,2.78,1089,3.40,37.2,57.0,29.2,56.0,55.4,59.0,58.0,59.0
2007, 796.0, 23.56,26.7,72.96,0,182, 827,5.08, 965,6.21, 758,5.58, 753,4.42,22.6,58.0,40.1,61.0,13.2,57.0,21.7,59.0
2011, 437.7, 63.34,64.9,34.92,0,417, 966,5.29, 950,5.81,1045,3.91,1145,4.09,43.4,63.0,40.6,63.0,57.5,60.0,65.8,59.0
2014, 540.0, 75.26,21.3,78.72,0,248, 964,3.60,1020,4.22, 864,6.11, 938,5.30,45.6,59.0,48.1,59.0,25.5,59.0,37.6,60.0
2012,1087.3, 62.04,55.6,43.75,0,336, 828,6.61, 938,5.71, 915,6.30,1003,4.32,22.9,62.0,38.9,63.0,35.3,63.0,51.8,60.0
2014,1633.1, 63.72,71.4,28.57,0,483,1131,3.20,1177,4.00, 948,5.90,1026,5.00,66.7,61.0,67.8,61.0,38.4,62.0,50.5,62.6
2009, 325.6, 64.96,35.5,63.80,0,313, 922,3.82,1024,3.97, 855,4.30, 996,5.39,43.2,58.0,51.4,57.0,28.1,57.0,46.0,60.0
2017, 690.3, 48.31,41.9,56.90,0,292,1065,4.40, 898,4.91, 813,4.10, 981,3.20,53.3,58.0,31.7,56.0,24.3,55.0,48.3,58.0
2009, 477.8, 35.04,64.1,35.44,0,399, 945,3.24,1096,3.40, 922,3.77,1047,4.71,48.1,59.0,61.2,58.0,37.5,57.0,53.4,60.3
2018, 910.2, 70.02,74.6,25.37,0,473,1146,4.67,1306,4.70, 996,5.30, 913,4.42,62.6,62.0,81.6,62.0,44.0,60.0,37.8,59.0
2016, 914.9, 84.06,86.8,13.02,0,439, 962,5.09, 871,4.12,1204,3.02,1202,3.70,42.1,60.0,34.1,59.0,74.6,62.0,71.0,62.0
2021,1076.8, 81.04,60.8,38.07,0,273, 758,6.02, 896,5.19, 921,3.30, 876,4.39,16.4,57.0,35.1,57.0,40.0,56.0,31.5,58.0
2012, 781.0, 83.72,62.2,36.77,0,443, 953,5.77,1013,4.90, 995,5.42,1037,3.53,38.4,61.0,48.5,62.0,46.1,62.0,57.5,59.7
2010, 619.0, 84.10,79.2,20.19,0,262, 880,6.40, 905,4.34, 988,4.50, 840,4.80,30.0,62.9,40.3,59.0,46.2,58.0,25.2,57.7
2020, 646.7, 72.08,47.0,52.88,0,418,1037,5.03,1107,3.03, 998,4.20,1198,4.28,51.9,59.0,61.7,58.0,46.5,60.0,69.6,60.0
2009,1301.4, 74.59,34.5,64.95,0,232, 884,4.49, 968,4.60, 838,4.90, 977,6.04,37.6,59.0,43.6,58.0,24.4,58.0,42.2,62.0
2012, 306.7, 63.52,86.7,13.04,0,504, 924,5.70,1003,4.82, 987,5.32,1072,3.48,36.2,62.0,48.6,62.0,46.0,63.0,61.8,60.0
2011, 686.7,114.22,90.9, 8.56,0,354, 956,5.69, 918,6.32, 986,4.32,1072,4.49,40.5,63.0,35.3,63.0,49.8,60.0,56.3,59.0
2021,1140.3, 84.86,47.0,52.25,1,424, 951,5.83,1069,5.14,1155,3.16,1024,4.34,39.5,59.0,55.5,60.0,66.9,58.0,49.4,60.0
2009, 546.0, 77.72,90.2, 9.75,0,400,1090,4.22,1318,4.41,1021,4.91,1097,5.72,62.8,62.0,83.8,61.0,46.9,61.0,58.0,63.0
2010, 582.8, 75.18,69.1,29.99,0,320, 896,6.22, 921,4.16,1004,4.31, 857,4.61,32.5,63.0,42.6,60.0,48.6,58.0,27.7,58.0
2012, 948.0, 68.48,91.2, 8.63,0,411, 989,5.94,1018,5.02, 979,5.70,1000,3.75,43.9,63.0,49.5,63.0,46.2,65.0,55.5,62.0
2006,1121.7, 46.72,27.1,71.31,0,334,1007,5.14, 805,4.51, 800,3.34, 956,3.34,47.6,60.0,21.6,56.0,29.9,57.0,45.0,57.0
2009, 468.5, 64.98,68.4,31.45,0,286, 897,3.87, 995,3.98, 853,4.30, 993,5.38,40.3,58.0,48.1,57.0,27.7,57.0,45.4,60.0
2009, 471.6, 66.62,32.8,56.53,0,250, 891,4.10, 989,4.20, 843,4.55, 979,5.60,39.1,58.0,46.7,57.0,25.9,57.0,43.3,60.0
2021, 856.5, 85.92,80.8,19.21,0,492,1105,6.00,1221,5.44,1301,3.40,1153,4.54,56.3,61.0,71.1,62.0,82.6,59.9,63.4,62.0
2007,1350.7, 70.02,70.1,29.88,0,416, 949,3.96,1054,4.89, 868,4.29, 877,3.00,40.9,59.0,54.6,62.0,30.9,57.0,40.7,59.0
2012,1190.7, 75.06,84.6,15.34,0,460, 902,5.59, 984,4.75, 951,5.32, 998,3.36,33.4,61.0,46.2,62.0,41.9,62.0,53.7,59.0
2021, 932.2, 87.86,65.6,33.54,0,458, 939,5.60,1039,4.90,1149,3.10,1001,4.20,39.7,60.0,54.6,60.0,67.7,59.0,48.4,61.0
2021, 795.4, 88.73,75.8,24.15,0,470,1055,5.95,1172,5.35,1261,3.31,1107,4.49,50.8,60.6,66.0,61.0,78.2,59.0,58.5,61.2
2009, 599.0, 68.17,69.2,30.06,0,321, 938,4.11,1021,4.30, 842,4.60, 989,5.70,44.7,59.0,50.9,58.0,26.5,58.0,45.0,61.0
2021, 769.7, 77.88,88.8,10.99,0,310, 844,6.43, 986,5.70,1047,3.63, 962,4.80,25.2,59.0,43.6,59.0,52.6,58.0,40.3,60.0
2010, 552.7, 70.70,75.2,24.82,0,483, 979,5.60,1082,3.70,1192,3.87, 887,4.20,44.5,63.0,62.2,60.0,71.6,59.0,34.2,59.0
2011, 564.8, 76.94,90.7, 9.21,0,339, 951,5.80, 914,6.40, 983,4.40,1068,4.60,39.8,63.0,34.6,63.0,49.2,60.0,55.7,59.0
2010, 670.3, 66.66,49.7,50.26,0,282, 879,5.97, 899,3.90, 995,4.07, 851,4.38,31.1,62.0,40.4,58.0,47.9,57.0,27.2,57.0
2012, 508.2, 66.88,66.3,33.65,0,473, 905,6.03, 993,5.12, 983,5.60,1083,3.72,33.6,62.0,47.0,63.0,44.8,63.0,62.1,60.0
2011, 474.8, 71.33,65.7,28.91,0,201, 930,6.13, 863,6.84, 893,4.75, 973,4.89,35.2,62.0,26.8,63.0,37.7,60.0,43.4,58.0
2019, 516.8, 97.41,82.6,17.45,0,229, 921,3.81, 879,4.91,1092,5.01, 900,5.51,39.1,58.0,31.4,60.0,55.6,60.9,31.3,58.0
2013, 555.9,123.02,12.3,87.72,0,253,1022,4.20, 865,6.10, 939,5.30, 878,6.00,48.4,59.0,25.7,59.0,37.8,60.0,30.5,61.0
2018,1404.1, 82.50,77.7,22.08,0,410,1050,4.54,1254,4.55, 957,5.14, 866,4.34,51.6,61.0,75.1,61.0,39.1,59.0,31.6,58.0
2014, 725.4, 74.26,70.8,29.10,0,398,1003,3.42,1043,4.11, 856,5.99, 959,5.12,52.1,60.8,53.2,61.0,27.2,61.0,42.5,62.0
2011, 529.7, 49.98,28.7,70.24,0,301, 957,4.80, 881,5.60, 897,3.54,1017,3.70,40.6,60.0,32.3,61.0,41.0,58.0,50.9,56.0
2011, 657.2, 77.28,86.7,13.08,0,467,1036,5.21,1023,5.63,1116,3.83,1273,4.01,51.0,63.0,49.0,63.0,65.5,60.0,79.6,60.0
2020, 355.3, 76.41,72.2,27.36,0,390,1208,6.01,1270,3.91,1143,5.09,1347,5.09,67.5,62.0,77.4,60.0,60.8,62.0,84.1,63.0
2017, 253.9, 75.95,75.6,24.44,0,321,1371,5.52, 982,6.09, 888,5.32,1015,4.41,85.2,63.0,39.1,60.0,31.5,59.0,51.7,62.0
2021,1055.2, 92.18,89.4,10.30,0,407, 921,5.82, 998,5.02,1106,3.38, 952,4.42,38.5,61.0,51.7,62.0,64.0,61.0,44.3,62.0
2021, 478.3, 79.38,51.1,48.91,0,463, 898,5.52,1031,4.80,1101,2.80, 995,3.99,34.2,59.0,52.1,59.0,61.6,58.0,46.7,60.0
2015, 442.7, 75.06,41.2,54.37,0,249, 806,4.30, 947,3.47,1006,4.07, 870,5.90,23.0,55.0,44.1,58.2,47.2,59.0,26.7,59.0
2008, 729.0, 13.67,27.4,72.62,0,177, 950,4.81, 826,5.11, 964,6.25, 757,5.61,41.0,58.0,22.5,58.0,39.9,61.0,13.0,57.0
2012,1008.6, 78.70,75.3,24.38,1,431, 977,5.70,1015,4.81, 995,5.40,1008,3.50,41.2,61.0,48.4,62.0,46.4,63.0,54.9,60.0
2005, 569.1, 61.06,36.0,62.35,0,412, 823,4.24, 821,3.09, 981,3.04, 845,4.09,25.2,56.0,33.5,58.0,49.0,58.0,34.7,59.0
2012, 280.8, 70.92,24.7,74.72,1,394, 935,5.60, 985,4.79, 948,5.40, 968,3.40,35.9,60.0,44.8,61.0,40.6,62.0,49.9,59.0
2016, 668.6, 88.54,13.1,86.87,1,238, 896,5.40, 807,4.53, 964,3.63,1019,4.30,30.2,57.0,22.5,55.0,45.6,59.0,47.9,59.0
2009, 912.7, 54.18,33.7,59.54,0,423, 987,3.40,1124,3.50, 914,3.90,1051,4.90,52.1,59.0,64.0,58.0,36.3,57.0,53.7,61.0
2021, 904.6, 81.52,66.5,30.49,0,259, 750,6.50, 897,5.60, 931,3.70, 885,4.80,15.3,59.0,34.5,58.2,40.3,58.0,32.1,60.0
2010, 759.8, 76.06,75.2,22.25,0,210, 865,6.80, 895,4.71, 975,4.87, 824,5.17,27.3,63.0,38.1,59.9,43.9,58.0,22.4,58.0
2021, 854.0, 85.20,85.8,14.18,0,527,1027,5.61,1153,5.00,1229,2.94,1096,4.10,48.8,60.0,65.2,61.0,75.8,59.0,58.2,61.0
2021, 797.9, 62.48,58.8,41.18,0,324, 767,5.80, 903,4.92, 926,3.10, 881,4.20,18.2,57.0,36.8,57.0,41.4,56.0,32.7,58.0
2011, 727.9, 77.26,90.9, 9.06,0,448, 987,5.34, 958,5.84,1078,3.97,1186,4.14,45.8,63.0,41.6,63.0,61.1,60.0,70.3,59.6
2007, 360.9, 56.78,70.5,29.53,0,350, 861,4.20,1004,5.30, 796,4.67, 794,3.50,29.4,57.0,47.5,61.0,20.8,56.0,29.2,58.0
2006, 871.9, 71.96,90.0, 9.96,0,443,1029,5.51, 838,4.84, 890,3.81, 996,3.64,51.2,62.0,26.4,58.0,40.0,60.0,50.5,59.0
2014, 722.5, 70.20,70.8,29.14,0,332, 969,3.50,1025,4.15, 857,6.00, 959,5.18,47.4,60.0,49.9,60.0,26.0,60.0,41.3,61.0
2021,1030.1, 83.20,87.0,12.96,0,411,1094,6.43,1199,5.88,1302,3.88,1141,5.03,54.1,61.0,67.8,62.0,81.6,60.0,61.2,62.0
2010, 267.0, 67.10,17.1,77.83,0,246, 865,6.20, 885,4.12, 975,4.28, 841,4.60,29.1,62.0,38.4,59.0,45.1,57.0,25.7,57.0
2021, 898.7, 75.64,71.2,28.34,0,327, 849,6.30, 988,5.50,1050,3.50, 961,4.61,26.4,59.0,44.4,59.0,53.6,57.0,40.7,60.0
2010, 583.7, 80.58,89.8,10.06,0,486,1047,5.48,1103,3.68,1287,3.79, 981,4.28,52.1,63.0,64.7,61.0,81.5,60.0,43.7,59.1
2010, 476.3, 69.36,18.5,70.77,0,255, 872,6.08, 893,4.07, 990,4.18, 845,4.52,29.9,62.0,39.4,58.0,47.0,57.0,26.2,57.0
2012, 619.7, 66.65,71.1,28.85,0,389, 863,5.94, 984,5.14, 907,5.84, 930,3.79,27.0,61.0,44.4,62.0,35.2,63.0,44.8,60.0
2018, 963.9, 67.25,34.6,48.78,0,272,1014,5.30,1242,5.30, 945,5.90, 847,5.10,45.0,61.0,71.0,62.0,34.6,59.0,26.4,58.0
2007, 443.5, 48.50,74.8,25.20,0,349, 859,4.41,1005,5.54, 790,4.90, 791,3.78,28.7,58.0,47.1,61.9,19.6,57.0,28.3,59.0
2014,1022.4, 62.06,49.1,50.47,0,432,1033,3.31,1072,4.08, 872,5.98, 967,5.08,56.0,61.0,56.8,61.0,29.8,61.0,44.0,62.0
2021, 834.7, 88.68,82.5,17.23,0,465,1032,5.89,1150,5.27,1235,3.23,1089,4.42,48.5,60.0,64.0,61.0,75.7,59.0,56.7,61.0
2011,1149.3, 65.64,66.2,33.80,0,411, 973,4.99, 923,5.62, 967,3.62,1056,3.77,44.1,62.0,37.7,63.0,49.4,59.0,56.4,58.0
2008, 306.3, 70.08,77.6,21.93,0,399,1313,4.55, 962,5.00,1088,5.90, 940,5.23,82.3,60.9,39.9,60.0,56.3,63.0,36.0,58.0
2020, 469.1, 85.64,32.2,66.94,0,382, 985,5.00,1062,3.20, 946,4.30,1114,4.50,48.0,60.0,57.7,59.0,41.7,60.3,60.9,61.0
2012, 522.4, 65.36,83.0,16.99,0,462, 869,6.02, 982,5.12, 953,5.72,1034,3.79,29.3,62.0,45.6,63.0,41.4,63.0,56.9,60.0
2019,1600.5, 80.32,60.8,39.13,0,217,1087,4.50,1001,5.70,1237,5.70, 935,6.25,54.3,59.0,42.4,62.0,69.3,62.0,32.2,59.0
2021, 864.3, 77.74,86.6,13.42,0,482,1018,5.80,1137,5.18,1223,3.12,1079,4.30,47.2,60.0,62.9,61.0,74.5,59.0,55.7,61.0
2014,1031.0, 23.88,49.4,49.71,0,305,1012,4.49,1006,5.11, 814,7.01, 943,6.11,51.1,62.0,47.6,62.0,20.2,62.0,38.3,63.0
2015, 614.8, 75.30,66.8,33.19,0,400, 840,4.01, 989,3.13,1045,3.75, 882,5.62,28.7,57.0,50.5,60.0,53.2,60.0,30.2,60.0
2021, 522.5, 82.86,87.6,12.15,0,536,1080,5.70,1194,5.10,1309,3.13,1142,4.30,54.5,61.0,69.6,61.3,84.0,60.0,62.9,62.0
2010, 827.6, 70.66,79.5,19.25,0,304, 890,6.30, 918,4.23,1001,4.37, 849,4.67,31.8,63.0,42.1,60.0,48.1,58.0,26.8,58.0
2015,1543.3, 81.52,67.9,32.08,0,377, 893,4.95,1024,4.04,1034,4.71, 835,6.64,33.1,59.0,53.5,62.0,51.7,62.0,23.9,62.0
2007, 859.5, 68.96,73.3,26.31,0,354, 846,4.39, 996,5.49, 802,4.84, 828,3.74,28.1,58.0,47.0,61.0,21.8,57.0,32.8,59.0
2014, 464.0, 69.70,14.1,85.90,1,251, 966,3.60,1021,4.22, 865,6.10, 939,5.29,45.8,59.0,48.3,59.0,25.7,59.0,37.8,60.0
2010, 475.9, 79.60,88.3,11.27,1,447,1033,5.61,1085,3.80,1268,3.94, 968,4.40,50.1,63.0,62.4,60.0,79.0,60.0,42.0,59.0
2017,1400.3, 69.08,85.3,14.72,0,459,1301,4.75, 998,5.35, 912,4.47,1091,3.45,80.9,62.0,44.0,59.3,37.4,59.0,62.1,61.0
2010, 674.8, 69.36,81.3,18.65,0,394,1053,6.01,1089,4.24,1309,4.41,1011,4.86,51.6,64.0,62.4,61.0,82.6,61.0,45.6,60.0
2008, 272.4,101.27,82.6,17.37,0,179, 942,4.70, 834,5.00, 975,6.10, 762,5.50,41.0,58.0,24.3,58.0,41.9,62.0,14.7,58.0
2016, 919.8, 40.77,71.7,28.26,0,414, 928,4.60, 838,3.70,1077,2.78,1116,3.40,37.2,57.0,29.1,56.0,60.2,59.0,61.0,60.0
2013, 301.7, 81.62,11.9,88.07,1,230,1017,4.30, 862,6.20, 933,5.37, 871,6.07,47.5,59.0,25.1,59.0,36.8,60.0,29.5,61.0
2012,1352.4, 80.00,88.7,11.06,0,525,1035,5.70,1093,4.76,1072,5.30,1091,3.46,48.7,62.0,57.7,63.0,55.9,64.0,65.0,61.0
2016, 626.8, 78.76,96.2, 3.81,0,380, 968,5.78, 888,4.90,1042,3.90,1081,4.70,39.5,60.0,33.6,59.0,56.1,61.0,56.7,62.0
2009, 910.1, 55.06,58.7,41.00,0,402, 951,3.30,1105,3.40, 927,3.80,1050,4.78,48.7,59.0,62.2,58.0,38.0,57.0,53.7,61.0
2011, 324.0, 69.54,23.9,75.44,0,331, 958,5.08, 900,5.78, 922,3.74,1022,3.88,41.2,61.0,34.1,62.0,43.6,58.2,51.6,57.0
2006, 603.2, 59.36,46.2,52.93,0,239, 982,5.98, 772,5.38, 771,4.20, 931,4.18,42.8,61.0,15.6,57.0,24.5,59.0,40.4,59.0
2015, 547.6, 70.98,32.2,67.71,0,276, 809,4.11, 977,3.21,1033,3.81, 889,5.70,23.6,55.0,47.5,58.0,50.1,58.0,29.1,58.0
2006,1053.0, 66.14,61.4,38.54,0,340, 999,5.60, 786,4.96, 784,3.85, 945,3.80,46.0,61.3,18.7,57.0,27.2,59.0,43.2,59.0
2019,2032.6, 17.83,67.0,32.14,0,321,1253,4.30,1132,5.43,1338,5.42, 967,6.01,74.4,60.0,58.5,62.0,82.1,63.0,37.9,60.0
2010, 589.1, 74.28,89.2,10.54,0,416,1058,5.87,1074,4.06,1308,4.23,1027,4.73,53.2,64.0,62.1,62.0,83.6,62.0,48.5,61.0
2018, 910.1, 84.58,92.4, 7.59,0,468,1155,4.70,1339,4.70, 991,5.30, 909,4.44,63.3,62.0,84.8,62.0,43.3,59.2,37.1,59.0
2012, 906.5, 75.20,87.3,12.50,0,431, 986,5.72,1010,4.81, 958,5.51, 990,3.59,44.5,63.0,49.1,63.0,44.8,65.0,55.4,63.0
2012, 960.3, 74.48,76.8,22.68,0,341, 829,6.58, 939,5.68, 916,6.27,1004,4.33,23.2,62.0,39.2,63.0,35.5,63.0,52.0,60.0
2014,1601.0, 81.00,50.4,48.18,1,431,1178,3.16,1209,3.90, 983,5.90,1032,5.00,70.8,61.0,70.3,61.0,41.6,61.2,50.2,62.0
2021, 960.2, 81.10,90.5, 8.97,0,525,1030,5.62,1155,5.00,1232,2.94,1098,4.12,49.1,60.0,65.4,61.0,76.1,59.0,58.4,61.0
2013, 317.0, 73.59,66.4,33.24,0,307,1006,5.13, 815,7.03, 946,6.13, 914,6.73,47.7,62.0,20.4,62.0,38.8,63.0,34.2,64.0
2008, 463.8, 67.67,72.5,27.24,0,344,1018,3.88, 860,4.21,1003,5.30, 795,4.68,51.3,57.0,29.1,57.0,47.2,61.0,20.5,56.0
2018, 807.5, 84.90,87.2,12.52,0,442,1148,4.80,1331,4.81, 985,5.40, 903,4.59,62.3,62.0,83.6,62.4,42.2,59.5,36.0,59.0
2009, 717.7, 58.71,11.5,79.32,0,226, 879,4.52, 962,4.70, 836,5.00, 976,6.10,36.8,60.0,42.8,58.0,24.1,58.0,41.8,62.0
2018,1732.6, 81.00,76.4,23.60,0,447,1139,4.72,1332,4.75, 991,5.32, 901,4.49,61.5,62.0,83.7,62.0,43.0,59.0,35.9,59.0
2011, 529.4, 51.70,71.2,28.73,0,358, 975,5.29, 900,5.99, 924,3.91,1008,4.08,42.9,62.0,34.0,63.0,43.7,60.0,50.0,58.0
2022,1135.1, 71.90,60.2,39.69,0,333,  NA,  NA, 852,6.49, 996,5.69,1060,3.66,  NA,  NA,26.3,59.3,44.8,59.1,54.0,58.0
2021, 851.6, 84.71,81.8,18.12,0,403,1092,6.48,1197,5.90,1300,3.90,1140,5.08,53.8,61.0,67.5,62.0,81.2,60.0,60.9,62.0
2012, 778.1, 84.54,85.1,14.77,0,409, 991,5.90,1018,5.00, 977,5.70, 999,3.78,44.3,63.0,49.6,63.0,46.1,65.0,55.6,62.0
2015, 884.7, 78.50,76.4,23.58,0,410, 850,3.92, 991,3.03,1050,3.63, 887,5.52,29.7,56.0,50.7,59.0,53.6,60.0,30.6,60.0
2014,1122.8, 82.84,78.8,20.61,1,449,1110,3.06,1158,3.79, 946,5.72,1008,4.86,63.9,60.0,65.4,61.0,37.9,61.0,48.1,62.0
2005, 680.9, 46.66,55.1,44.93,0,383, 819,4.38, 818,3.20, 977,3.18, 842,4.20,24.2,56.0,32.6,58.0,48.1,57.8,33.8,59.0
2011, 656.7, 77.34,86.8,12.72,0,307, 965,5.53, 892,6.24, 918,4.18,1001,4.33,40.9,62.0,32.0,63.0,42.2,59.7,48.2,58.0
2010, 552.7, 61.22,46.2,53.71,0,363, 900,5.30, 918,3.30,1051,3.44, 893,3.80,35.4,61.0,44.3,58.0,55.6,57.0,33.5,56.0
2021, 986.3, 87.46,94.8, 4.94,0,501,1005,5.68,1105,5.00,1239,3.12,1069,4.28,46.8,61.0,61.3,61.0,77.1,60.0,55.7,62.0
2021, 868.7, 87.12,89.0,10.74,0,481,1043,5.84,1133,5.19,1294,3.36,1107,4.50,50.8,61.0,64.1,62.0,82.6,60.0,59.6,62.0
2007,1102.5, 78.10,72.3,25.47,0,231, 843,5.02, 985,6.17, 771,5.57, 773,4.42,24.6,58.0,42.5,62.0,15.0,58.0,24.1,59.0
2005, 892.0, 46.82,13.8,75.43,0,240, 770,5.13, 765,4.03, 924,3.98, 778,4.93,15.9,57.0,24.3,58.0,40.0,58.0,24.6,60.0
2009, 546.8, 63.04,92.7, 6.96,0,443,1107,3.90,1306,4.06, 997,4.51,1108,5.40,64.7,61.0,82.9,60.0,44.9,60.0,59.6,63.0
2021, 806.0, 63.06,38.2,60.62,0,286, 762,6.00, 899,5.10, 925,3.20, 878,4.30,17.2,57.0,35.7,57.0,40.6,56.0,31.9,58.0
2009, 691.2, 65.38,77.8,22.22,0,307, 902,3.77,1002,3.87, 857,4.20, 998,5.27,41.1,58.0,49.0,57.0,28.3,57.0,46.1,60.0
2012, 930.3, 35.25,69.0,30.54,0,177, 830,6.66, 943,5.86, 843,6.66, 856,4.56,20.9,60.0,37.4,62.0,25.7,63.0,34.5,60.0
2014, 745.1, 71.93,27.9,70.94,0,296, 965,3.65,1021,4.28, 855,6.13, 954,5.30,46.4,60.0,48.9,60.0,25.1,60.0,40.0,61.0
2015, 246.6, 75.46,52.5,47.16,0,423, 865,3.90,1048,2.99,1104,3.69, 913,5.59,31.7,57.0,57.1,60.0,59.6,60.0,33.8,60.0
2006, 655.0, 38.34,60.0,39.93,0,351,1012,5.08, 809,4.46, 805,3.28, 961,3.26,48.4,60.0,22.4,56.0,30.6,57.0,45.8,57.0
2007, 581.1, 63.80,65.7,34.25,0,196, 815,5.19, 955,6.34, 757,5.69, 768,4.56,21.4,58.0,39.1,61.0,13.2,57.0,23.2,59.0
2010, 507.7, 73.62,91.5, 8.25,0,463,1059,5.61,1109,3.81,1310,3.98,1001,4.46,53.0,63.0,65.1,61.0,83.6,60.0,45.5,60.0
2021, 733.7, 66.08,54.2,45.32,0,317, 776,5.80, 909,4.94, 932,3.10, 883,4.20,19.0,57.0,37.3,57.0,42.0,56.0,32.8,58.0
2014, 732.1, 80.50,90.4, 9.26,0,464,1248,3.18,1261,3.90,1013,5.90,1075,5.00,78.5,62.0,76.2,62.0,45.4,62.0,54.9,62.1
2008, 362.0, 64.48,51.6,47.97,0,292,1009,3.72, 867,4.07,1004,5.10, 801,4.50,49.9,56.0,29.7,56.0,46.8,60.0,20.7,55.0
2017, 366.3, 87.37,87.4,12.54,0,443,1328,4.81, 987,5.37, 902,4.54,1055,3.54,83.4,62.0,42.5,59.0,36.0,59.0,58.2,61.0
2005,1143.4, 48.16,68.2,31.76,0,313, 786,4.84, 786,3.70, 941,3.68, 795,4.70,18.9,56.0,27.5,58.0,43.0,58.0,27.4,59.0
2006, 707.5, 61.54,69.1,30.66,0,328, 993,6.12, 813,5.46, 869,4.41, 965,4.26,45.5,62.0,21.7,58.0,36.0,60.0,45.5,59.0
2021, 976.5, 90.26,94.2, 5.54,1,480,1000,5.68,1107,5.01,1223,3.11,1066,4.28,45.8,60.0,60.7,61.0,75.0,59.0,54.8,61.0
2009, 425.7, 76.78,89.3,10.42,0,452,1082,3.74,1273,3.89, 978,4.34,1092,5.23,62.4,60.0,79.9,60.0,43.2,59.0,58.3,62.0
2005, 588.8, 46.62,33.5,66.39,0,346, 830,4.30, 824,3.03, 968,3.10, 859,4.00,25.1,56.0,33.3,57.0,46.8,57.0,35.4,58.0
2005, 963.7, 40.54,30.8,68.36,0,288, 790,4.75, 784,3.60, 940,3.55, 806,4.55,19.0,56.0,27.3,57.0,42.6,57.0,28.4,59.0
2011, 872.4, 67.08,56.5,42.22,0,432, 978,5.30, 961,5.80,1069,3.90,1177,4.08,44.9,63.0,42.0,63.0,60.3,60.0,69.4,59.0
2009, 368.1, 58.24,28.9,70.03,0,231, 895,4.50, 977,4.62, 844,4.92, 985,6.10,38.5,59.4,44.4,58.0,24.8,58.0,42.8,62.0
2009, 426.8, 58.56,33.7,65.86,0,183, 870,4.30, 966,4.40, 837,4.76, 974,5.80,36.1,58.0,43.4,57.0,24.4,57.0,41.7,60.0
2005, 504.1, 59.28,24.2,72.29,0,231, 769,5.22, 764,4.04, 923,4.04, 777,5.02,15.6,57.0,24.0,58.0,39.8,58.0,24.2,60.0
2007, 892.2, 98.12,72.3,27.66,0,351, 858,4.40,1003,5.51, 788,4.91, 786,3.75,28.6,58.0,46.9,62.0,19.4,57.0,27.8,59.0
2012, 759.2, 62.46,65.6,33.99,0,309, 816,7.03, 947,6.13, 915,6.73,1008,4.74,20.5,62.0,38.9,63.0,34.3,64.0,51.4,61.0
2013, 590.0, 75.26,15.4,84.65,1,251,1022,4.20, 865,6.10, 939,5.30, 877,6.00,48.3,59.0,25.7,59.0,37.7,60.0,30.5,61.0
2010, 607.9, 70.44,84.2,15.80,0,234, 871,6.69, 900,4.62, 981,4.78, 831,5.08,28.2,63.0,39.0,60.0,44.8,58.0,23.5,58.0
2015,1260.3, 71.60,87.6,12.21,0,467, 917,4.44,1051,3.54,1062,4.22, 858,6.12,37.3,59.0,57.8,62.0,56.1,62.0,28.1,62.0
2014,1215.2, 78.75,83.5,16.36,0,460,1047,3.00,1099,3.70, 903,5.60, 984,4.71,57.6,60.0,59.7,60.0,33.5,61.0,46.1,62.0
2016, 473.8, 65.25,34.6,48.78,0,272, 945,5.90, 847,5.10, 966,4.20, 996,4.90,34.6,59.0,26.4,58.0,45.8,61.0,45.7,61.0
2010,1842.4, 79.10,87.0,13.01,0,413, 977,5.64, 997,3.71,1201,3.90, 989,4.34,45.9,65.0,55.2,62.0,73.9,61.0,46.1,61.0
2021, 732.8, 81.67,46.3,53.12,0,286, 763,6.00, 899,5.10, 925,3.20, 878,4.30,17.2,57.0,35.8,57.0,40.6,56.0,31.9,58.0
2012, 678.3, 76.54,73.2,26.68,0,484, 951,5.76,1022,4.89,1005,5.39,1070,3.51,38.8,62.0,50.0,62.0,47.7,63.0,61.4,60.0
2012, 746.5, 76.80,70.5,28.79,1,427, 988,5.86,1028,5.00,1016,5.50,1031,3.65,42.1,61.0,49.6,62.0,48.4,63.0,57.1,60.0
2011, 597.1, 77.26,80.6,19.01,0,320, 969,5.45, 895,6.16, 921,4.09,1004,4.25,41.6,62.0,32.6,63.0,42.7,59.5,48.8,58.0
2021, 933.4, 82.24,86.3,13.44,0,513,1027,5.70,1152,5.02,1229,3.00,1095,4.20,48.6,60.0,64.9,61.0,75.7,59.0,57.9,61.0
2018, 364.2, 85.37,79.0,20.99,0,483,1141,4.51,1330,4.54,1003,5.11, 909,4.29,62.2,62.0,84.2,62.0,44.9,59.0,37.4,59.0
2021, 663.1, 73.68,43.6,54.51,0,318, 775,5.77, 907,4.94, 931,3.07, 882,4.17,18.9,57.0,37.2,57.0,41.8,56.0,32.7,58.0
