year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2010,1344, 79.32,70.1,29.52,0,435, 974,5.77,1078,3.90,1197,4.04, 884,4.41,43.3,63.0,61.2,60.0,71.4,59.0,33.1,59.0
2015, 648, 78.76,85.8,14.17,0,431, 890,4.29,1250,3.19,1233,3.84,1012,5.94,36.8,59.9,79.9,63.0,74.7,63.0,46.9,63.0
2008, 675, 70.78,82.9,16.18,0,229, 980,4.79, 829,5.10, 971,6.20, 766,5.60,44.7,58.0,23.3,58.0,41.3,62.0,14.7,57.0
2012, 578, 45.84,67.0,32.96,0,365, 927,5.46, 973,4.60, 909,5.32, 927,3.32,34.9,59.0,43.2,60.0,36.5,62.0,45.5,58.0
2016,1068, 69.56,78.4,21.65,0,408, 922,4.71, 833,3.81,1087,2.81,1119,3.50,36.7,58.0,28.7,56.0,61.3,60.0,61.4,60.0
2005, 687, 45.26,51.4,48.57,0,388, 852,4.30, 851,3.10,1002,3.10, 887,4.10,27.9,56.0,36.6,58.0,50.9,58.0,38.7,59.0
2021,1153, 79.44,71.6,28.37,0,422, 839,5.50, 949,4.67, 987,2.90, 911,4.00,28.2,58.0,44.7,59.0,50.3,58.0,38.2,60.0
2007,2684, 46.84,29.0,60.36,0,306, 883,4.10,1015,5.10, 821,4.50, 815,3.30,31.4,56.0,48.3,60.0,23.2,55.6,31.5,57.0
2008, 627, 59.44,53.6,45.16,0,335,1064,4.30, 832,4.63, 984,5.73, 798,5.10,56.3,58.7,26.4,58.0,45.3,62.0,20.9,57.0
2010, 375, 63.48,67.7,31.90,0,311, 905,6.49, 982,4.50,1066,4.68, 831,4.99,33.5,63.0,48.9,60.0,55.3,59.0,25.2,59.0
2021, 998, 81.66,67.4,32.40,0,330,1042,6.82,1168,6.22,1232,4.10,1107,5.30,46.6,61.0,62.4,61.0,72.5,59.0,56.1,62.0
2013, 594, 97.08,67.7,32.24,0,291, 989,4.62, 836,6.47, 958,5.67, 873,6.39,44.9,61.0,22.1,60.4,39.5,62.0,29.4,63.0
2013, 604, 76.80,79.6,20.44,0,390,1145,3.68, 965,5.70, 986,4.80, 936,5.53,64.0,61.0,40.2,61.0,45.2,61.5,40.6,63.5
2020,1244, 84.50,71.8,28.22,0,284, 894,5.17, 919,3.27, 875,4.37,1071,4.50,35.1,57.0,39.9,56.8,31.5,59.0,53.9,59.0
2013, 396, 79.14,31.8,67.56,1,423,1142,3.95, 932,5.87, 997,4.98, 978,5.50,63.4,61.0,35.9,61.0,46.6,62.0,44.0,62.0
2019, 582, 72.03,75.9,19.54,0,417,1245,3.86,1132,5.01,1371,5.00,1005,5.59,74.3,60.0,59.3,62.7,86.3,63.0,43.0,60.0
2008,1330, 74.20,49.9,49.28,0,276, 993,4.11, 848,4.45, 989,5.55, 782,4.91,47.6,57.0,26.8,57.0,44.6,60.0,17.9,56.0
2010, 821, 67.92,70.1,29.83,0,276, 878,6.02, 900,4.00, 992,4.12, 848,4.47,30.9,62.0,40.3,58.0,47.5,57.0,26.7,57.0
2010, 324, 95.90,71.4,28.55,0,380, 909,5.89, 931,3.82,1016,3.96, 871,4.27,35.1,63.0,44.7,60.0,51.1,58.0,30.4,58.0
2011, 618, 86.98,82.6,17.41,0,200, 952,5.60, 848,6.46, 859,4.36, 949,4.50,39.2,62.0,27.1,63.0,35.7,59.0,42.3,58.0
2010,1479, 65.84,87.2,12.69,0,521, 990,5.50,1098,3.60,1216,3.72, 898,4.11,46.4,63.0,64.5,60.6,74.6,60.0,35.9,59.0
2017,1425, 36.06,33.5,64.10,0,358,1078,4.20, 913,4.73, 826,3.87,1031,2.90,55.9,59.0,34.5,57.0,26.8,55.0,54.4,59.0
2010,1567, 71.25,89.3,10.49,0,478, 955,5.23,1000,3.30,1112,3.43, 891,3.80,42.5,62.0,54.3,59.0,63.6,58.0,34.8,58.0
2015, 965, 68.46,74.1,25.71,0,253, 835,4.90, 952,4.00,1002,4.61, 836,6.50,25.1,57.0,44.2,60.0,46.2,60.0,22.0,60.0
2005,1055, 64.00,39.0,60.99,0,443, 842,4.18, 849,3.08,1006,2.98, 871,4.08,27.7,56.0,36.7,58.0,52.1,58.0,37.6,59.4
2019, 602, 83.77,41.6,56.54,0,406,1115,3.20, 980,4.30,1150,4.50, 965,5.00,63.1,59.0,45.2,61.0,64.9,61.0,40.8,59.0
2017,1553, 62.32,40.8,57.77,0,266,1144,5.00, 919,5.60, 828,4.80, 937,3.90,60.8,61.0,32.6,58.0,24.7,57.0,42.9,60.0
2012, 826, 67.26,75.6,24.17,0,460, 880,6.20, 990,5.30, 966,5.80,1079,3.90,30.6,62.0,46.4,63.0,42.6,63.0,61.4,60.0
2013,1191, 73.68,82.3,17.42,0,478,1091,4.21, 880,6.20, 991,5.27, 969,5.80,58.9,62.0,30.6,62.0,46.5,63.0,43.0,63.0
2018, 599, 85.18,61.3,36.97,0,263, 912,4.74,1118,4.83, 911,5.35, 820,4.54,34.8,59.0,58.3,60.0,32.1,57.0,24.2,56.0
2013, 485, 75.98,80.5,19.49,0,233, 983,5.06, 818,6.89, 945,6.06, 871,6.79,43.2,61.0,18.8,61.0,37.0,63.0,27.9,63.0
2013, 645, 80.00,86.8,12.96,0,364,1239,4.89, 975,6.85,1089,5.89,1038,6.29,71.6,62.0,38.8,62.0,54.0,63.0,48.6,63.0
2013, 557, 66.68,29.5,70.41,0,364,1088,3.51, 929,5.45, 973,4.60, 910,5.31,57.2,59.0,35.0,59.0,43.2,60.0,36.7,62.0
2013, 730, 81.34,65.7,34.31,0,440,1157,3.57, 962,5.51,1003,4.67, 971,5.27,65.3,60.0,39.6,60.3,47.3,61.0,43.9,62.0
2019,1994, 25.63,65.2,34.58,0,308, 929,3.10, 881,4.19,1069,4.31, 901,4.88,41.4,56.0,32.5,58.0,54.0,58.0,32.3,56.0
2012, 490, 60.92,81.5,18.43,0,503, 891,5.73, 990,4.83, 966,5.41,1050,3.45,32.7,62.0,47.3,63.0,43.8,63.0,59.4,60.0
2010,1097, 57.76,74.9,25.12,0,494, 997,5.50,1100,3.66,1224,3.80, 907,4.20,46.6,63.0,64.3,60.0,75.0,59.0,36.3,59.0
2013, 556, 75.30,76.7,23.30,0,385,1186,3.88, 982,5.96,1010,5.05, 974,5.69,68.7,62.0,42.4,62.0,48.0,62.0,44.9,64.0
2019, 639, 71.93,58.3,33.97,0,188,1086,4.70,1000,5.82,1235,5.80, 932,6.40,53.7,59.0,41.7,62.0,68.6,62.0,31.3,59.0
2008, 846, 43.22,91.0, 8.81,0,473,1321,3.92,1035,4.40,1112,5.26, 964,4.60,85.5,61.0,50.0,61.0,61.0,63.0,41.2,59.0
2021,1148, 87.88,70.5,29.55,0,273, 847,6.64, 987,5.86,1048,3.84, 961,5.00,25.0,59.0,43.0,59.0,52.2,58.0,39.7,60.0
2016,1111, 75.29,82.7,17.26,0,433, 963,4.90, 868,4.00,1140,3.00,1172,3.66,40.8,58.0,32.5,57.0,66.8,60.0,66.7,60.0
2010, 869, 63.66,85.8,14.16,0,513,1007,5.43,1103,3.60,1238,3.72, 920,4.13,48.1,63.0,64.8,60.0,76.8,59.0,38.0,59.0
2016, 478, 79.46,72.9,27.09,0,472, 984,4.87, 889,4.03,1067,3.03,1117,3.78,43.2,58.9,35.3,58.0,59.9,60.9,61.8,61.0
2012,1605, 40.10,41.9,57.33,0,370, 934,5.45, 976,4.60, 914,5.30, 934,3.30,35.9,59.0,43.6,60.0,37.3,62.0,46.4,58.0
2014, 607, 78.06,89.5,10.35,1,402,1195,3.20,1190,3.84, 987,5.93,1014,5.00,73.5,62.0,69.7,62.0,43.5,63.0,48.9,63.0
2017, 448, 59.90,45.1,52.97,1,408,1197,4.49, 969,5.04, 874,4.19,1085,3.19,69.4,61.0,40.6,58.0,32.6,57.0,60.8,60.0
2014, 909, 73.04,79.3,20.48,0,440,1118,2.81,1157,3.50, 962,5.48,1005,4.59,64.6,60.0,65.3,60.0,39.6,60.0,47.5,61.0
2013,2420, 99.16,38.6,45.12,0,220, 971,4.80, 826,6.63, 947,5.80, 858,6.60,42.4,61.0,20.3,60.0,37.7,62.0,27.1,63.0
2017, 575, 78.52,81.2,18.85,0,462,1337,4.69, 996,5.29, 907,4.42,1062,3.48,84.5,62.0,43.8,59.0,36.8,59.0,59.2,61.0
2019, 774, 83.96,38.5,60.74,0,256, 915,3.37, 871,4.47,1064,4.57, 892,5.14,39.1,56.0,30.7,58.0,52.8,59.0,30.7,57.0
2010, 742, 72.14,65.0,34.31,0,347, 963,5.83, 987,3.90,1195,4.10, 987,4.54,44.1,65.0,53.8,62.0,72.7,61.1,45.5,61.0
2004, 817, 60.04,59.5,39.83,0,350, 796,3.50, 953,3.50, 809,4.50, 827,5.30,29.4,58.0,45.0,58.0,29.6,59.0,26.7,59.0
2010,2060, 71.26,79.9,19.99,0,409, 946,6.09,1065,4.19,1165,4.35, 861,4.69,39.7,63.0,59.1,60.8,67.5,60.0,30.1,59.0
2013,1851, 82.62,88.7,11.31,1,453,1149,3.30, 965,5.30,1000,4.41, 954,5.10,64.9,60.0,40.5,60.0,47.3,61.0,42.9,62.3
2010,1095, 71.54,83.9,16.09,0,492, 971,5.80,1087,3.90,1189,4.05, 884,4.40,43.3,63.0,62.3,61.0,70.9,60.0,33.5,59.0
2013, 896, 65.85,73.3,26.69,0,266, 999,4.20, 863,6.00, 956,5.20, 864,6.00,46.7,60.0,26.1,59.0,40.3,61.0,29.7,62.0
2016, 740, 72.92,29.0,69.54,0,282, 898,5.00, 813,4.17, 964,3.30,1022,3.90,31.6,57.0,24.3,55.0,46.3,58.0,49.2,59.0
2012, 591, 58.10,76.9,23.13,0,243, 834,6.52, 934,5.69, 874,6.35, 900,4.32,21.9,60.0,37.0,62.0,29.5,62.0,39.7,59.0
2016, 681, 77.80,81.0,19.04,0,428,1005,5.41, 905,4.63,1038,3.72,1049,4.41,43.7,60.0,35.3,59.0,55.7,62.0,54.0,62.0
2020, 755, 78.66,61.2,38.79,0,409, 950,4.63, 986,2.80, 920,3.90,1108,4.00,43.4,58.0,49.2,57.0,38.1,59.0,59.9,59.0
2012, 570, 64.80,40.3,59.64,0,423, 948,5.56, 997,4.69, 959,5.32, 981,3.37,37.7,60.0,46.4,61.0,42.4,62.0,51.7,59.0
2016, 591, 68.24,59.5,39.95,0,179, 920,6.30, 825,5.50, 935,4.70, 965,5.30,30.2,59.0,22.2,58.0,40.8,61.0,40.7,61.0
2010,1734, 78.46,72.8,27.15,0,429, 934,5.18, 956,3.20,1113,3.34, 935,3.71,40.4,62.0,49.7,59.0,63.5,58.0,39.4,58.0
2019,1255, 81.04,71.8,28.17,0,289, 923,3.29, 878,4.35,1074,4.49, 899,5.00,40.3,56.1,31.9,59.0,54.2,59.0,31.8,57.0
2005, 767, 56.14,22.8,74.63,0,319, 807,4.40, 795,3.13, 948,3.20, 827,4.10,21.9,55.7,29.7,57.0,44.2,57.0,31.6,58.0
2007,1135, 51.62,76.8,22.86,0,407, 856,4.44,1013,5.58, 824,4.89, 867,3.85,29.7,58.6,49.3,62.0,24.6,58.0,37.3,59.9
2014, 887, 59.00,60.3,39.23,0,354,1001,3.48,1045,4.18, 857,6.08, 944,5.25,51.7,60.0,52.9,61.0,27.1,61.0,40.5,62.0
2013,1067, 76.64,85.0,14.99,0,486,1104,3.85, 895,5.80, 986,4.91, 969,5.44,60.8,61.0,33.1,62.0,46.8,62.6,43.9,63.0
2012,1101, 75.18,91.3, 8.46,0,406, 890,6.37, 986,5.47, 968,5.92,1081,4.07,30.9,62.0,45.1,63.0,42.0,63.0,60.9,60.0
2015, 482, 83.42,76.0,24.03,0,433, 943,4.58,1239,3.53,1258,4.33, 997,6.32,40.6,60.0,76.9,62.0,74.9,62.0,42.7,62.0
2019, 450, 86.67,58.9,40.86,0,359,1038,3.22, 952,4.36,1161,4.42, 938,5.00,53.2,57.0,40.5,60.0,64.4,60.0,36.5,57.0
2015, 846, 66.96,59.3,40.45,0,320, 889,5.33,1016,4.43,1010,5.08, 818,6.98,31.6,59.7,51.8,62.0,48.3,62.0,20.8,62.0
2015, 585, 82.82,70.3,29.48,0,456, 913,4.53,1089,3.51,1136,4.31, 919,6.25,37.5,59.0,61.9,62.0,63.3,62.0,34.8,62.0
2005,1060, 68.76,61.8,38.15,0,385, 830,4.17, 822,2.96, 975,2.97, 854,3.89,25.5,56.0,33.5,57.0,47.9,57.0,35.3,58.3
2016, 463, 77.74,86.0,13.80,0,495, 997,5.00, 903,4.12,1070,3.15,1110,3.92,44.8,59.0,37.2,59.0,60.6,61.0,61.6,61.8
2015, 610, 80.48,81.4,18.53,0,397, 955,4.90,1260,3.82,1270,4.63, 994,6.62,41.3,60.0,78.4,62.0,75.3,62.0,41.4,62.0
2004,1029, 49.18,29.5,66.38,0,251, 767,3.86, 927,3.89, 783,4.80, 811,5.60,24.8,58.0,40.6,58.0,25.4,59.0,23.6,59.0
2008, 832, 72.70,71.9,27.26,0,291, 997,4.43, 846,4.73, 990,5.87, 781,5.23,47.5,58.0,26.2,58.0,44.4,62.0,17.4,57.0
2013, 652, 78.36,87.3,12.58,0,447,1172,3.44, 984,5.50,1006,4.60, 961,5.30,67.9,61.0,43.2,61.2,48.4,62.0,44.3,64.0
2006, 832, 19.52,34.6,63.55,0,269, 993,5.32, 795,4.72, 789,3.52, 939,3.52,45.0,60.0,19.3,55.2,27.7,57.0,42.3,57.0
2015, 755, 83.34,74.2,25.68,0,447, 918,4.62,1100,3.57,1147,4.42, 927,6.34,37.7,59.0,62.8,62.0,64.0,62.0,35.3,62.0
2013, 678, 74.68,74.6,25.33,0,478,1238,4.00, 995,5.99,1062,5.09,1047,5.50,73.7,62.0,43.1,62.0,53.6,62.1,51.9,63.0
2017, 813, 71.92,44.0,55.70,0,379,1111,4.10, 928,4.67, 838,3.80,1015,2.90,59.5,59.0,36.2,57.0,28.3,55.0,53.0,59.0
2013, 459,112.62,80.7,19.32,0,431,1059,4.25, 860,6.15, 970,5.25, 944,5.85,55.2,61.9,28.0,62.0,44.0,63.0,40.0,63.0
2013, 874, 27.04,44.0,54.47,0,312,1020,5.00, 826,6.94, 947,6.00, 916,6.59,49.4,62.0,21.9,62.0,39.2,63.0,34.7,63.0
2007, 858, 62.42,83.0,16.99,0,365, 970,4.49,1057,5.33, 883,4.73, 903,3.47,43.4,60.2,54.9,63.0,32.5,59.0,43.2,60.2
2010,1200, 63.62,71.0,28.53,0,432, 973,5.78,1077,3.89,1194,4.07, 883,4.41,43.1,63.0,61.0,60.0,71.1,59.0,32.9,59.0
2018,1034, 79.77,75.6,24.35,0,450, 925,3.80,1104,4.00, 940,4.50, 848,3.63,39.7,59.0,60.4,60.0,39.0,58.0,30.7,56.0
2013, 351, 90.46,71.9,26.48,0,408,1267,4.00,1021,6.09,1071,5.10,1050,5.69,76.2,62.0,45.7,62.0,53.7,62.0,52.1,64.0
2011,1048, 73.16,72.3,27.55,1,409, 990,5.16, 971,5.68,1036,3.78,1167,3.90,45.6,62.0,42.9,62.0,56.7,60.0,68.1,59.0
2008,1305, 40.08,31.3,66.89,0,296,1052,3.82, 879,4.20,1012,5.20, 818,4.60,54.5,57.0,30.8,56.0,47.7,60.0,22.6,56.0
2015, 555, 39.61,19.2,80.12,0,307, 826,4.16,1014,3.20,1070,3.88, 906,5.79,25.8,55.0,51.9,59.0,54.3,59.0,31.4,59.0
2020,1011, 70.16,70.3,29.74,0,419, 959,4.60, 994,2.80, 925,3.90,1106,4.10,44.9,58.0,50.4,57.0,39.0,59.0,60.0,59.0
2010, 801, 75.34,76.1,23.77,0,410, 995,6.03,1110,4.23,1260,4.41, 918,4.81,45.0,63.0,63.9,61.0,77.2,60.0,35.7,60.0
2015, 946, 66.89,70.1,29.08,0,249, 834,4.90, 951,4.03,1001,4.68, 835,6.50,25.0,57.0,44.1,60.0,46.0,60.0,21.9,60.0
2005, 966, 45.74,32.4,65.94,0,294, 804,4.49, 791,3.20, 944,3.29, 824,4.17,21.1,55.0,28.9,57.0,43.3,57.0,30.9,58.0
2019, 993, 74.62,85.3,14.74,0,406,1157,3.41,1052,4.59,1276,4.61, 974,5.14,65.8,58.0,51.5,61.0,76.9,61.0,40.6,59.0
2019,1384, 79.30,48.0,52.04,0,378,1020,3.17, 945,4.33,1154,4.37, 938,4.93,51.5,57.0,39.9,60.0,63.9,60.0,36.7,58.0
2015, 933, 84.22,59.2,40.73,0,248, 833,4.90, 950,4.09, 999,4.69, 833,6.50,24.9,57.0,43.9,60.0,45.7,60.0,21.6,60.0
2022,1517, 77.60,64.7,35.10,0,287,  NA,  NA, 756,6.00, 896,5.12, 921,3.25,  NA,  NA,16.6,57.0,35.4,57.0,40.2,56.0
2013,1222, 64.44,82.5,17.49,0,496,1130,4.02, 911,5.96,1000,5.06, 989,5.52,63.2,62.0,34.6,62.0,48.0,63.0,45.8,63.0
2010, 883, 70.11,73.7,26.05,0,422, 952,5.70,1043,3.80,1150,4.00, 867,4.31,41.2,63.0,57.7,60.0,66.7,59.0,31.5,59.0
2019,1055,105.84,59.0,38.83,0,196, 896,3.88, 860,4.98,1065,5.08, 885,5.58,36.1,58.0,29.0,60.0,52.6,60.0,29.4,58.0
2017, 735, 83.96,61.7,38.26,0,374,1178,4.43, 947,4.98, 848,4.18, 999,3.28,66.4,60.0,37.5,58.0,29.0,57.0,51.2,60.0
2009,1099, 62.62,88.3,11.62,0,473,1090,3.79,1321,3.92,1036,4.42,1111,5.29,64.3,62.0,85.6,61.0,50.1,61.0,60.9,63.0
2018, 962, 75.32,69.2,30.59,0,321, 958,4.69,1177,4.70, 939,5.29, 840,4.49,40.3,60.0,65.3,60.0,35.6,58.0,27.0,57.0
2020, 873,110.80,75.8,24.14,0,288, 962,5.83,1018,3.80, 947,4.96,1179,4.99,40.6,59.0,48.9,58.0,38.3,61.0,64.6,61.0
2008,1414, 76.72,78.3,21.53,0,480,1188,3.47, 965,3.89,1077,4.79, 898,4.18,72.1,59.0,43.1,59.0,57.7,62.0,34.6,57.0
2016, 536, 84.80,87.6,12.42,0,439, 980,5.13, 885,4.33,1026,3.41,1060,4.11,42.0,59.0,34.1,58.0,55.2,61.0,55.7,61.0
2014, 727, 80.48,93.6, 6.40,0,421,1235,3.11,1216,3.78,1001,5.89,1032,4.98,78.3,62.5,72.8,63.0,45.8,63.0,51.3,63.0
2016, 485, 82.16,80.4,19.50,0,494,1006,5.09, 912,4.24,1076,3.26,1114,4.01,45.4,59.0,37.8,59.0,61.0,61.0,61.7,62.0
2013,1874, 78.32,71.8,28.12,0,400,1060,3.87, 877,5.75, 967,4.91, 924,5.55,55.0,60.0,29.7,60.0,43.5,62.0,38.0,62.0
2016, 500, 80.96,85.1,14.77,0,493, 989,4.86, 893,4.02,1059,3.06,1103,3.79,44.0,59.0,36.1,58.0,59.4,61.0,60.7,61.0
2013,1046, 77.32,80.1,19.64,0,434,1079,4.28, 869,6.22, 972,5.28, 957,5.82,57.4,61.8,29.1,62.0,44.2,63.0,41.4,63.0
2015,1193, 17.38,28.9,71.04,0,317, 827,4.30, 985,3.40,1041,4.01, 877,5.90,25.9,56.0,48.9,59.0,51.4,59.0,28.1,59.0
2016, 266, 80.44,79.7,20.19,0,503,1007,5.07, 913,4.20,1088,3.20,1134,4.00,45.6,59.0,38.1,59.0,62.4,61.0,63.7,62.0
2022,1431, 77.46,50.3,49.68,0,306,  NA,  NA, 805,6.12, 943,5.31, 988,3.40,  NA,  NA,21.5,58.0,39.8,58.0,47.0,57.0
2020, 784, 83.28,80.8,19.23,0,404, 954,4.70, 988,2.86, 919,3.91,1101,4.10,44.0,58.0,49.5,57.0,38.2,59.0,59.1,59.0
2008, 629, 70.80,73.5,25.59,0,380,1096,4.20, 848,4.55,1003,5.69, 817,4.99,60.1,59.0,28.5,58.0,47.8,62.0,23.4,58.0
2014, 430, 66.71,10.3,78.75,0,197, 936,4.30, 987,4.90, 821,6.80, 921,5.91,41.9,60.0,43.8,60.0,19.7,60.0,34.8,62.0
2017, 471, 82.04,82.4,17.16,0,460,1293,4.47, 987,5.06, 893,4.24,1057,3.24,80.3,62.0,43.3,59.0,35.6,58.0,58.9,61.0
2010, 863, 67.20,78.4,21.47,0,466, 965,5.87,1080,3.97,1184,4.10, 878,4.50,42.4,63.0,61.4,60.8,70.2,60.0,32.6,59.0
2018, 874, 85.20,60.8,39.09,0,370, 943,4.23,1146,4.30, 936,4.88, 842,4.08,39.8,59.0,63.0,60.0,36.6,57.0,28.4,56.0
2010, 818, 78.14,79.9,19.99,0,415, 937,5.81,1017,3.85,1108,4.01, 858,4.35,39.2,63.0,54.6,60.0,62.0,59.0,30.3,58.0
2013, 915, 75.88,76.7,23.22,0,444,1112,4.00, 903,5.91, 985,5.01, 968,5.54,60.9,61.0,33.2,61.0,45.9,62.0,43.2,62.4
2016, 636, 79.62,75.0,24.97,0,477, 989,5.00, 894,4.17,1050,3.20,1088,3.96,43.6,59.0,35.8,58.3,58.2,61.0,59.0,61.0
2016, 707, 80.50,72.9,26.83,0,475, 995,5.31, 916,4.46,1091,3.41,1139,4.21,43.9,60.0,38.1,59.0,62.4,62.0,63.8,62.0
2015, 501, 82.18,87.8,12.04,0,415, 878,4.28,1218,3.18,1214,3.86, 999,5.91,34.6,59.0,75.7,62.0,71.8,62.0,44.6,62.4
2013, 736, 59.62,18.9,78.91,0,263,1008,4.10, 864,6.00, 951,5.20, 869,5.90,47.4,59.0,26.1,59.0,39.5,60.0,30.0,62.0
2007,1440, 48.72,76.1,23.88,0,438, 866,4.32,1026,5.46, 834,4.79, 877,3.72,31.2,59.0,51.0,62.0,26.2,58.0,38.8,60.0
2017, 484, 83.72,71.6,28.38,0,454,1291,4.45, 982,5.04, 888,4.23,1045,3.25,79.9,62.0,42.6,59.0,34.9,58.0,57.5,61.0
2016, 685, 84.06,82.4,17.65,0,410,1000,5.50, 900,4.74,1032,3.84,1043,4.48,42.8,60.0,34.5,59.0,54.9,62.0,53.1,62.0
2013, 676, 78.40,91.2, 8.55,0,422,1195,3.79, 990,5.85,1018,4.90, 979,5.60,70.3,62.0,44.1,62.8,49.6,63.0,46.3,65.0
2016, 700, 80.78,88.1,11.75,0,482, 998,5.21, 914,4.40,1068,3.40,1103,4.19,44.2,59.0,37.7,59.0,60.0,61.0,60.4,62.0
2010, 596, 70.33,68.6,31.32,0,432, 935,5.17, 957,3.20,1114,3.30, 936,3.70,40.6,62.0,49.9,59.0,63.7,58.0,39.5,58.0
2005,1157, 73.42,85.7,14.19,0,464, 921,4.31, 927,3.12,1090,3.11, 969,4.11,36.7,57.9,45.9,59.9,61.4,59.0,48.5,60.9
2010,1287, 64.64,82.3,17.66,0,462, 975,5.67,1082,3.78,1195,3.96, 885,4.31,43.9,63.0,61.9,60.0,71.6,59.0,33.6,59.0
2010, 918, 67.14,71.0,29.02,0,461, 979,5.69,1083,3.80,1201,3.95, 887,4.35,44.2,63.0,62.0,60.0,72.2,59.0,33.8,59.0
2010, 743, 46.80,87.2,12.75,0,386, 920,5.84, 985,3.92,1076,4.04, 846,4.41,37.0,63.0,51.0,60.0,58.2,59.0,28.5,58.0
2005, 582, 54.85,40.0,59.96,0,371, 833,4.20, 826,2.95, 971,3.00, 862,3.90,25.8,56.0,34.0,57.0,47.4,57.0,36.1,58.0
2019,1058, 76.52,76.8,22.88,0,516,1285,3.18,1096,4.30,1254,4.42,1039,5.03,82.1,61.0,58.8,62.0,77.7,63.0,50.0,60.0
2009, 778, 82.56,68.0,31.65,1,391, 989,3.72,1189,3.88, 979,4.36,1069,5.18,53.7,61.0,71.9,61.0,44.3,60.0,56.3,63.0
2010, 946, 71.06,85.2,14.61,0,511, 970,5.31,1053,3.40,1166,3.60, 886,3.92,44.5,63.0,60.0,60.0,69.6,59.0,34.8,59.0
2019, 701, 85.82,87.2,12.59,0,459,1290,3.50,1116,4.66,1261,4.76,1021,5.34,81.2,60.0,59.5,62.0,77.1,62.0,46.6,60.0
2013,1449, 76.22,76.0,23.25,0,440,1112,4.31, 897,6.30, 990,5.38, 971,5.81,60.5,62.0,32.2,62.0,46.1,63.0,43.0,63.0
2010, 490, 67.86,33.4,62.35,0,431, 954,5.30, 988,3.39,1107,3.49, 895,3.89,41.8,62.0,52.3,59.0,62.4,58.0,34.5,57.0
2006, 546, 65.91,74.7,25.34,0,491,1068,5.15, 888,4.46, 930,3.40,1059,3.30,56.0,62.0,32.5,57.0,45.1,59.0,57.9,59.0
2017, 800, 81.20,85.3,14.45,0,495,1262,4.59,1029,5.14, 936,4.20,1211,3.19,77.8,62.0,48.0,60.0,40.5,59.0,74.8,62.0
2015, 458, 78.30,92.5, 7.52,0,394, 876,4.38,1232,3.27,1213,3.90, 998,6.00,34.8,59.0,77.6,62.3,72.2,63.0,45.0,63.0
2013, 653, 80.14,76.5,23.44,0,373,1180,3.90, 980,6.00,1006,5.08, 966,5.77,68.2,62.0,42.3,62.2,47.5,62.4,44.1,64.3
2015, 893, 82.74,81.6,18.25,0,471, 914,4.44,1090,3.41,1137,4.21, 919,6.20,37.9,59.0,62.2,62.0,63.6,62.0,35.2,62.0
2019, 721, 59.96,73.0,26.92,0,376,1050,3.25, 962,4.40,1175,4.45, 943,5.01,54.7,57.0,41.7,60.0,66.2,60.0,37.2,58.0
2008, 361, 69.38,77.0,22.98,0,282, 997,3.89, 860,4.19, 999,5.25, 793,4.65,48.2,57.0,28.5,56.0,46.0,60.0,19.5,56.0
2013,1000, 78.92,45.0,53.15,0,347,1250,4.79, 984,6.79,1079,5.84,1043,6.29,72.7,62.0,39.7,62.0,52.8,63.0,49.2,63.0
2013, 688, 76.22,82.9,17.10,0,401,1163,3.65, 972,5.68, 999,4.78, 961,5.45,66.0,61.0,40.9,61.0,46.7,61.2,43.2,63.0
2011, 540, 53.79,29.4,62.86,0,218, 931,5.78, 867,6.43, 893,4.40, 980,4.51,36.1,61.0,28.3,62.0,38.4,59.0,45.0,58.0
2010,1678, 74.90,83.2,16.75,0,408, 949,5.48, 973,3.52,1164,3.68, 969,4.12,42.3,64.0,52.0,61.0,69.4,60.0,43.3,59.0
2014, 648, 82.96,86.5,13.50,0,409,1224,3.16,1198,3.76, 988,5.89,1017,4.96,76.8,62.0,70.7,62.3,44.2,63.0,49.3,63.0
2016, 694, 80.12,90.8, 9.22,0,445,1003,5.53, 922,4.63,1114,3.59,1160,4.40,44.2,60.0,38.3,59.2,64.3,62.0,65.4,62.0
2017,1057, 48.26,65.4,34.27,0,409,1264,4.61, 962,5.19, 868,4.39,1004,3.46,75.9,62.0,39.4,59.0,31.6,58.0,52.3,61.0
2019,1417, 65.83,30.0,67.53,0,268, 916,3.29, 871,4.33,1057,4.50, 892,5.00,39.5,56.0,30.8,58.0,52.1,58.0,30.7,56.0
2013, 553, 75.46,67.2,32.81,0,405,1050,3.92, 869,5.81, 975,4.96, 920,5.61,53.9,61.0,28.7,61.0,44.2,62.0,37.4,62.0
2012, 280, 70.68,64.4,35.38,0,320, 816,6.90, 942,6.04, 916,6.61,1003,4.64,20.6,62.0,38.5,63.0,34.5,63.0,50.9,61.0
2008, 464, 79.24,59.6,39.11,1,408,1170,3.85, 911,4.28,1052,5.21, 872,4.59,68.5,59.0,35.6,58.0,53.5,61.0,29.9,57.0
2013, 838, 79.58,90.8, 8.92,1,442,1180,3.52, 981,5.53,1010,4.66, 978,5.31,67.9,61.0,42.1,61.0,48.2,62.0,45.3,63.0
