year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004, -813.6, 39.00,78.954,20.988,0,313, 804,3.30, 955,3.30, 836,4.29, 875,5.10,30.2,57.0,44.7,57.0,32.1,58.0,31.8,59.0
2004,  731.2, 73.04,61.024,38.773,0,238, 763,3.99, 929,4.00, 778,4.95, 806,5.70,24.3,58.0,40.6,58.0,24.7,60.0,23.0,60.0
2004,-1141.6, 63.44,66.945,33.045,1,297, 810,3.40, 960,3.44, 843,4.40, 884,5.24,30.6,57.0,45.1,57.0,32.6,58.0,32.4,59.0
2004,-1279.8, 66.34,58.869,41.095,1,326, 815,3.29, 966,3.29, 847,4.28, 889,5.09,31.6,57.0,46.0,57.0,33.5,58.1,33.4,59.0
2004,-1222.3,101.50,10.349,89.526,1,230, 776,3.76, 927,3.78, 801,4.72, 835,5.55,25.7,57.0,40.5,57.0,27.1,58.0,26.1,58.0
2004,-1165.0, 63.78,30.076,68.320,0,257, 781,3.64, 935,3.66, 804,4.60, 838,5.42,26.5,57.0,41.6,57.0,27.8,58.0,26.7,58.0
2004,-1028.7, 49.18,29.534,66.379,0,251, 767,3.86, 927,3.89, 783,4.80, 811,5.60,24.8,58.0,40.6,58.0,25.4,59.0,23.6,59.0
2004,-1539.0, 63.57,12.019,87.962,0,230, 776,3.80, 927,3.80, 801,4.70, 835,5.60,25.7,57.0,40.5,57.0,27.0,58.0,25.9,58.0
2004,  776.2, 61.86,23.353,65.937,0,252, 773,3.80, 929,3.80, 792,4.80, 818,5.58,25.6,58.0,41.0,58.0,26.4,59.0,24.5,59.0
2004, 1488.5, 60.66,49.658,50.264,0,282, 779,3.67, 936,3.67, 796,4.64, 824,5.43,26.6,58.0,42.1,58.0,27.3,59.0,25.5,59.0
2004,  601.7, 61.86,28.321,61.002,0,247, 773,3.82, 928,3.82, 791,4.80, 817,5.60,25.4,58.0,40.8,58.0,26.2,59.0,24.2,59.0
2004,  792.8, 53.07,32.291,57.062,0,248, 773,3.80, 929,3.80, 791,4.80, 817,5.60,25.5,58.0,40.8,58.0,26.2,59.0,24.3,59.0
2004, -438.4, 52.52,29.157,68.146,0,340, 804,3.30, 959,3.30, 829,4.29, 863,5.10,30.3,57.0,45.5,57.0,31.7,59.0,30.7,59.0
2004,-1173.3, 43.82,22.405,74.626,0,326, 798,3.40, 954,3.36, 823,4.35, 857,5.20,29.5,57.0,44.7,57.0,30.9,59.0,29.8,59.0
2004, -652.2, 52.52,37.251,61.548,0,353, 806,3.28, 963,3.24, 832,4.21, 866,5.08,30.8,57.0,46.0,57.0,32.2,59.0,31.2,59.0
2004, -482.0, 48.90,31.986,65.866,0,349, 805,3.29, 961,3.28, 830,4.27, 864,5.08,30.6,57.0,45.8,57.0,32.0,59.0,31.0,59.0
2004,  769.1, 52.81,32.827,56.527,0,249, 773,3.81, 927,3.80, 791,4.80, 817,5.60,25.4,58.0,40.7,58.0,26.2,59.0,24.2,59.0
2004,  781.7, 60.30,29.655,59.697,0,247, 772,3.88, 927,3.81, 790,4.80, 816,5.60,25.4,58.0,40.6,58.0,26.1,59.0,24.1,59.0
2004,  661.1, 57.54,26.476,63.836,0,243, 771,3.90, 926,3.88, 790,4.83, 815,5.62,25.2,58.0,40.5,58.0,25.9,59.0,23.9,59.0
2004, -711.2, 40.60,15.233,84.769,0,179, 752,4.42, 914,4.41, 762,5.40, 781,6.16,21.6,59.0,37.7,59.0,21.4,60.0,18.6,60.0
2004,-1265.0, 24.34,24.514,75.485,0,181, 752,4.44, 915,4.40, 762,5.39, 782,6.15,21.7,59.0,37.8,59.0,21.5,60.0,18.7,60.0
2004,-1077.0, 59.46,35.424,64.572,0,182, 752,4.43, 915,4.40, 763,5.40, 782,6.14,21.7,59.0,37.8,59.0,21.5,60.0,18.7,60.0
2004, 1601.5, 80.06,16.732,73.602,0,200, 756,4.30, 919,4.29, 766,5.29, 786,6.05,22.4,59.0,38.6,59.0,22.2,60.0,19.5,60.0
2004,-1437.3, 20.56,22.549,71.780,0,196, 755,4.36, 918,4.31, 765,5.30, 784,6.10,22.2,59.0,38.4,59.0,22.0,60.0,19.3,60.0
2004, 1613.4, 24.57,26.689,70.040,0,192, 755,4.40, 918,4.36, 765,5.33, 784,6.10,22.1,59.0,38.3,59.0,21.9,60.0,19.1,60.0
2004,-1183.3, 37.71,27.655,71.658,0,183, 753,4.42, 916,4.42, 763,5.42, 782,6.13,21.8,59.0,37.9,59.0,21.5,60.0,18.7,60.0
2004,  458.7, 53.80,29.596,61.027,0,248, 773,3.86, 929,3.82, 791,4.82, 816,5.62,25.5,58.0,40.9,58.0,26.2,59.0,24.1,59.0
2004, 1741.6, 34.37,15.673,74.346,0,200, 756,4.37, 919,4.30, 766,5.28, 785,6.07,22.4,59.0,38.6,59.0,22.2,60.0,19.4,60.0
2004, 1662.0, 34.26,21.807,71.195,0,192, 755,4.38, 918,4.36, 764,5.35, 783,6.11,22.1,59.0,38.3,59.0,21.9,60.0,19.1,60.0
2004,-1179.0, 81.31,21.564,74.336,0,206, 757,4.30, 921,4.29, 767,5.26, 786,6.00,22.7,59.0,38.8,59.0,22.4,60.0,19.7,60.0
2004,-1202.9, 48.58,20.627,74.952,0,194, 755,4.38, 918,4.37, 764,5.37, 783,6.10,22.2,59.0,38.3,59.0,21.9,60.0,19.1,60.0
2004,-1130.9, 42.90,29.729,69.579,0,190, 754,4.38, 917,4.38, 763,5.38, 782,6.12,22.0,59.0,38.2,59.0,21.7,60.0,18.9,60.0
2004, 1410.5, 48.72, 8.996,81.361,0,219, 760,4.24, 924,4.20, 769,5.20, 789,5.94,23.2,59.0,39.4,59.0,22.9,60.0,20.2,60.0
2004, 1338.1, 60.88,14.784,78.124,0,216, 759,4.25, 923,4.22, 768,5.22, 788,5.98,23.0,59.0,39.3,59.0,22.7,60.0,20.0,60.0
2004, 1817.7, 24.38,13.703,83.476,0,199, 756,4.33, 919,4.32, 765,5.32, 784,6.08,22.4,59.0,38.5,59.0,22.1,60.0,19.2,60.0
2004,-1078.9, 44.54,19.681,79.633,0,191, 754,4.40, 918,4.38, 763,5.36, 782,6.13,22.0,59.0,38.2,59.0,21.7,60.0,18.8,60.0
